kpoint_index,state_index,eigenvalue_ev_old,eigenvalue_ev_new,delta_ev
1,9,-47.210743283618605,-47.212503605739656,-0.0017603221210507058
1,10,-47.21125253010683,-47.20008320600343,0.011169324103406097
1,11,-47.2098293245321,-47.20991389297001,-8.45684379058298e-05
1,12,-47.209169123160024,-47.20251431870412,0.006654804455905605
1,13,-47.20920099950959,-47.20752464381506,0.0016763556945278424
1,14,-47.210232110328306,-47.201570240836794,0.008661869491511709
1,15,-47.20954796310911,-47.20271483960613,0.006833123502978822
1,16,-47.210220837436026,-47.20507235014166,0.005148487294363235
1,17,-47.208701038711816,-47.20990638883922,-0.0012053501274067457
1,18,-47.20846247767961,-47.20163593518182,0.006826542497790911
1,19,-47.208929360846064,-47.207591247168146,0.001338113677917363
1,20,-47.20794676909395,-47.2018088942903,0.006137874803648913
1,21,-47.2075605010397,-47.2091034683126,-0.0015429672728970445
1,22,-47.20825782197969,-47.20662773255212,0.0016300894275715905
1,23,-47.20691566348677,-47.20879792939196,-0.001882265905194913
1,24,-47.20686362548397,-47.19975201863312,0.007111606850848773
1,25,-47.2072350873367,-47.20905882441189,-0.0018237370751919002
1,26,-47.20607757397297,-47.20703029690669,-0.0009527229337180643
1,27,-47.20613946630202,-47.20476161506886,0.001377851233158367
1,28,-47.20636210949152,-47.21300515521572,-0.006643045724196384
1,29,-47.20606758447389,-47.20847904716427,-0.002411462690375288
1,30,-47.20562070128857,-47.21427164645586,-0.008650945167296697
1,31,-47.20638264300195,-47.2079239137788,-0.0015412707768476253
1,32,-47.20559205276125,-47.21134925218632,-0.005757199425069359
1,33,-47.206356163175585,-47.21360101936821,-0.007244856192627935
1,34,-47.20548567313684,-47.2171645407394,-0.011678867602554988
1,35,-47.205085573940394,-47.218460973596834,-0.013375399656439413
1,36,-47.205310679062386,-47.21437095796215,-0.009060278899767127
1,37,-47.205221188592745,-47.21863056598717,-0.013409377394424382
1,38,-47.205250198269574,-47.21775123875277,-0.012501040483194004
1,39,-47.20573865824489,-47.21882289349017,-0.01308423524528024
1,40,-47.20593280384319,-47.21975498543247,-0.013822181589283389
1,41,-47.20560537324694,-47.22295221669202,-0.017346843445082527
1,42,-47.20570333962747,-47.218037670543026,-0.012334330915557246
1,43,-47.20595579757614,-47.21848314519679,-0.012527347620654439
1,44,-47.205391984634936,-47.21862782395809,-0.01323583932315131
1,45,-47.205989917190486,-47.21880858498462,-0.012818667794135763
1,46,-47.20328172561599,-47.216970772712685,-0.013689047096697493
